steps,total reward,episodes
10000,26.0,102
20000,99.0,272
30000,310.0,670
40000,401.0,1141
50000,397.0,1617
60000,393.0,2096
70000,399.0,2576
80000,390.0,3053
90000,382.0,3530
100000,396.0,4002
