episodes,steps,total reward
111,10000,0.9099999999999993
215,20000,3.0000000000000067
432,30000,65.50000000000006
865,40000,170.4000000000001
1338,50000,187.1700000000004
1820,60000,184.05000000000024
2306,70000,191.08000000000055
2786,80000,183.06000000000031
3271,90000,187.05000000000035
3751,100000,186.09000000000034
