episodes,steps,total reward
1,10000,1.0
3,20000,2.0
5,30000,2.0
7,40000,2.0
9,50000,2.0
10,60000,1.0
13,70000,3.0
15,80000,2.0
17,90000,2.0
18,100000,1.0
20,110000,2.0
23,120000,3.0
25,130000,2.0
28,140000,3.0
30,150000,2.0
32,160000,2.0
33,170000,1.0
35,180000,2.0
37,190000,2.0
39,200000,2.0
42,210000,3.0
42,220000,0.0
45,230000,3.0
47,240000,2.0
49,250000,2.0
51,260000,2.0
53,270000,2.0
54,280000,1.0
57,290000,3.0
60,300000,3.0
64,310000,4.0
66,320000,2.0
70,330000,4.0
73,340000,3.0
76,350000,3.0
78,360000,2.0
80,370000,2.0
84,380000,4.0
87,390000,3.0
90,400000,3.0
92,410000,2.0
95,420000,3.0
96,430000,1.0
98,440000,2.0
100,450000,2.0
103,460000,3.0
106,470000,3.0
109,480000,3.0
113,490000,4.0
116,500000,3.0
118,510000,2.0
120,520000,2.0
124,530000,4.0
126,540000,2.0
130,550000,4.0
133,560000,3.0
135,570000,2.0
136,580000,1.0
138,590000,2.0
141,600000,3.0
144,610000,3.0
147,620000,3.0
149,630000,2.0
151,640000,2.0
155,650000,4.0
157,660000,2.0
161,670000,4.0
164,680000,3.0
165,690000,1.0
168,700000,3.0
171,710000,3.0
173,720000,2.0
176,730000,3.0
178,740000,2.0
181,750000,3.0
184,760000,3.0
187,770000,3.0
191,780000,4.0
195,790000,4.0
199,800000,4.0
200,810000,1.0
204,820000,4.0
208,830000,4.0
211,840000,3.0
212,850000,1.0
214,860000,2.0
218,870000,4.0
220,880000,2.0
223,890000,3.0
226,900000,3.0
228,910000,2.0
230,920000,2.0
234,930000,4.0
237,940000,3.0
239,950000,2.0
242,960000,3.0
245,970000,3.0
248,980000,3.0
251,990000,3.0
252,1000000,1.0
254,1010000,2.0
258,1020000,4.0
260,1030000,2.0
263,1040000,3.0
266,1050000,3.0
269,1060000,3.0
274,1070000,5.0
276,1080000,2.0
279,1090000,3.0
282,1100000,3.0
285,1110000,3.0
287,1120000,2.0
291,1130000,4.0
292,1140000,1.0
293,1150000,1.0
297,1160000,4.0
300,1170000,3.0
303,1180000,3.0
306,1190000,3.0
309,1200000,3.0
314,1210000,5.0
316,1220000,2.0
319,1230000,3.0
322,1240000,3.0
326,1250000,4.0
329,1260000,3.0
333,1270000,4.0
337,1280000,4.0
341,1290000,4.0
344,1300000,3.0
348,1310000,4.0
350,1320000,2.0
352,1330000,2.0
354,1340000,2.0
358,1350000,4.0
362,1360000,4.0
363,1370000,1.0
369,1380000,6.0
371,1390000,2.0
373,1400000,2.0
377,1410000,4.0
382,1420000,5.0
384,1430000,2.0
387,1440000,3.0
391,1450000,4.0
394,1460000,3.0
398,1470000,4.0
402,1480000,4.0
405,1490000,3.0
408,1500000,3.0
412,1510000,4.0
415,1520000,3.0
420,1530000,5.0
423,1540000,3.0
426,1550000,3.0
430,1560000,4.0
433,1570000,3.0
436,1580000,3.0
442,1590000,6.0
447,1600000,5.0
452,1610000,5.0
455,1620000,3.0
459,1630000,4.0
463,1640000,4.0
467,1650000,4.0
473,1660000,6.0
480,1670000,7.0
483,1680000,3.0
486,1690000,3.0
488,1700000,2.0
493,1710000,5.0
497,1720000,4.0
502,1730000,5.0
506,1740000,4.0
510,1750000,4.0
517,1760000,7.0
521,1770000,4.0
523,1780000,2.0
527,1790000,4.0
533,1800000,6.0
538,1810000,5.0
541,1820000,3.0
547,1830000,6.0
553,1840000,6.0
557,1850000,4.0
562,1860000,5.0
566,1870000,4.0
572,1880000,6.0
578,1890000,6.0
584,1900000,6.0
589,1910000,5.0
596,1920000,7.0
602,1930000,6.0
609,1940000,7.0
613,1950000,4.0
616,1960000,3.0
622,1970000,6.0
627,1980000,5.0
633,1990000,6.0
640,2000000,7.0
