total reward,steps,episodes
1.0,10000,1
2.0,20000,3
1.0,30000,4
1.0,40000,5
1.0,50000,6
2.0,60000,8
2.0,70000,10
3.0,80000,13
1.0,90000,14
1.0,100000,15
3.0,110000,18
1.0,120000,19
2.0,130000,21
2.0,140000,23
2.0,150000,25
1.0,160000,26
1.0,170000,27
4.0,180000,31
1.0,190000,32
2.0,200000,34
2.0,210000,36
1.0,220000,37
3.0,230000,40
1.0,240000,41
2.0,250000,43
2.0,260000,45
1.0,270000,46
3.0,280000,49
3.0,290000,52
2.0,300000,54
3.0,310000,57
2.0,320000,59
2.0,330000,61
2.0,340000,63
2.0,350000,65
2.0,360000,67
3.0,370000,70
3.0,380000,73
4.0,390000,77
2.0,400000,79
2.0,410000,81
3.0,420000,84
1.0,430000,85
2.0,440000,87
3.0,450000,90
3.0,460000,93
3.0,470000,96
2.0,480000,98
3.0,490000,101
1.0,500000,102
3.0,510000,105
3.0,520000,108
3.0,530000,111
3.0,540000,114
3.0,550000,117
1.0,560000,118
3.0,570000,121
3.0,580000,124
3.0,590000,127
3.0,600000,130
4.0,610000,134
3.0,620000,137
1.0,630000,138
2.0,640000,140
3.0,650000,143
2.0,660000,145
3.0,670000,148
5.0,680000,153
4.0,690000,157
2.0,700000,159
1.0,710000,160
2.0,720000,162
3.0,730000,165
3.0,740000,168
3.0,750000,171
2.0,760000,173
3.0,770000,176
2.0,780000,178
2.0,790000,180
3.0,800000,183
4.0,810000,187
4.0,820000,191
3.0,830000,194
0.0,840000,194
3.0,850000,197
2.0,860000,199
1.0,870000,200
3.0,880000,203
5.0,890000,208
4.0,900000,212
2.0,910000,214
3.0,920000,217
1.0,930000,218
3.0,940000,221
1.0,950000,222
4.0,960000,226
2.0,970000,228
4.0,980000,232
1.0,990000,233
5.0,1000000,238
2.0,1010000,240
2.0,1020000,242
3.0,1030000,245
1.0,1040000,246
2.0,1050000,248
2.0,1060000,250
3.0,1070000,253
2.0,1080000,255
3.0,1090000,258
2.0,1100000,260
3.0,1110000,263
1.0,1120000,264
2.0,1130000,266
2.0,1140000,268
4.0,1150000,272
3.0,1160000,275
4.0,1170000,279
3.0,1180000,282
3.0,1190000,285
2.0,1200000,287
4.0,1210000,291
2.0,1220000,293
4.0,1230000,297
2.0,1240000,299
2.0,1250000,301
3.0,1260000,304
3.0,1270000,307
2.0,1280000,309
1.0,1290000,310
5.0,1300000,315
3.0,1310000,318
3.0,1320000,321
3.0,1330000,324
2.0,1340000,326
2.0,1350000,328
4.0,1360000,332
4.0,1370000,336
2.0,1380000,338
6.0,1390000,344
2.0,1400000,346
4.0,1410000,350
3.0,1420000,353
3.0,1430000,356
2.0,1440000,358
4.0,1450000,362
4.0,1460000,366
2.0,1470000,368
2.0,1480000,370
3.0,1490000,373
5.0,1500000,378
3.0,1510000,381
4.0,1520000,385
3.0,1530000,388
3.0,1540000,391
3.0,1550000,394
4.0,1560000,398
4.0,1570000,402
3.0,1580000,405
2.0,1590000,407
4.0,1600000,411
2.0,1610000,413
2.0,1620000,415
5.0,1630000,420
3.0,1640000,423
5.0,1650000,428
3.0,1660000,431
3.0,1670000,434
3.0,1680000,437
5.0,1690000,442
3.0,1700000,445
5.0,1710000,450
5.0,1720000,455
5.0,1730000,460
4.0,1740000,464
5.0,1750000,469
3.0,1760000,472
3.0,1770000,475
3.0,1780000,478
3.0,1790000,481
6.0,1800000,487
6.0,1810000,493
6.0,1820000,499
4.0,1830000,503
4.0,1840000,507
5.0,1850000,512
3.0,1860000,515
4.0,1870000,519
8.0,1880000,527
6.0,1890000,533
4.0,1900000,537
5.0,1910000,542
5.0,1920000,547
4.0,1930000,551
4.0,1940000,555
4.0,1950000,559
6.0,1960000,565
7.0,1970000,572
6.0,1980000,578
5.0,1990000,583
7.0,2000000,590
