steps,total reward,episodes
10000,19.0,284
20000,17.0,477
30000,13.0,709
40000,22.0,911
50000,31.0,1129
60000,21.0,1347
70000,33.0,1552
80000,36.0,1745
90000,17.0,1959
100000,24.0,2212
