total reward,steps,episodes
-0.8400000000000005,10000,84
-0.6000000000000003,20000,144
-0.6100000000000003,30000,205
-0.49000000000000027,40000,254
-0.49000000000000027,50000,303
-0.4200000000000002,60000,345
-0.48000000000000026,70000,393
-0.4400000000000002,80000,437
-0.6200000000000003,90000,499
-0.46000000000000024,100000,545
