steps,episodes,total reward
10000,132,20.0
20000,264,21.0
30000,415,29.0
40000,582,39.0
50000,756,56.0
60000,900,48.0
70000,1075,53.0
80000,1288,68.0
90000,1452,52.0
100000,1614,48.0
