episodes,steps,total reward
174,10000,39.0
299,20000,38.0
443,30000,37.0
600,40000,38.0
767,50000,56.0
945,60000,52.0
1154,70000,83.0
1331,80000,42.0
1511,90000,37.0
1709,100000,44.0
