episodes,steps,total reward
87,10000,4.0
145,20000,2.0
308,30000,102.0
715,40000,327.0
1164,50000,363.0
1616,60000,364.0
2066,70000,372.0
2527,80000,352.0
2978,90000,360.0
3431,100000,361.0
