episodes,steps,total reward
95,10000,6.0
296,20000,128.0
635,30000,245.0
988,40000,268.0
1348,50000,257.0
1699,60000,270.0
2063,70000,253.0
2410,80000,264.0
2771,90000,263.0
3136,100000,266.0
