steps,total reward,episodes
10000,39.0,168
20000,94.0,393
30000,106.0,626
40000,119.0,865
50000,94.0,1089
60000,79.0,1291
70000,90.0,1530
80000,74.0,1723
90000,126.0,1979
100000,100.0,2201
