episodes,total reward,steps
170,19.509999999999994,10000
293,23.00999999999994,20000
378,20.35999999999997,30000
483,28.239999999999945,40000
582,28.29999999999997,50000
664,26.449999999999974,60000
800,46.110000000000014,70000
905,40.35999999999998,80000
1022,43.27,90000
1145,48.26,100000
