episodes,steps,total reward
92,10000,18.0
260,20000,99.0
657,30000,315.0
1082,40000,346.0
1507,50000,338.0
1946,60000,341.0
2367,70000,341.0
2795,80000,344.0
3223,90000,351.0
3656,100000,339.0
