episodes,total reward,steps
98,18.0,10000
377,208.0,20000
836,366.0,30000
1281,365.0,40000
1734,361.0,50000
2201,366.0,60000
2662,357.0,70000
3105,362.0,80000
3565,370.0,90000
4024,364.0,100000
