steps,episodes,total reward
10000,202,35.0
20000,344,34.0
30000,497,35.0
40000,678,49.0
50000,873,58.0
60000,1065,50.0
70000,1277,61.0
80000,1522,70.0
90000,1761,90.0
100000,1979,94.0
