episodes,steps,total reward
137,10000,1.0
226,20000,7.0
431,30000,107.0
758,40000,242.0
1082,50000,249.0
1406,60000,251.0
1721,70000,232.0
2051,80000,233.0
2366,90000,213.0
2696,100000,243.0
