total reward,steps,episodes
4.0,10000,137
121.0,20000,335
255.0,30000,660
281.0,40000,1034
286.0,50000,1409
290.0,60000,1791
241.0,70000,2110
286.0,80000,2464
309.0,90000,2833
324.0,100000,3236
