episodes,steps,total reward
135,10000,1.0
268,20000,32.0
476,30000,84.0
675,40000,97.0
891,50000,134.0
1088,60000,91.0
1284,70000,82.0
1462,80000,75.0
1674,90000,96.0
1883,100000,106.0
