episodes,total reward,steps
101,-1.0100000000000007,10000
331,-2.299999999999995,20000
693,-3.619999999999967,30000
1054,-3.609999999999967,40000
1422,-3.6799999999999655,50000
1792,-3.699999999999965,60000
2169,-3.7699999999999636,70000
2534,-3.649999999999966,80000
2892,-3.5799999999999677,90000
3269,-3.7699999999999636,100000
