total reward,steps,episodes
3.0,10000,163
10.0,20000,320
32.0,30000,493
44.0,40000,719
32.0,50000,921
21.0,60000,1069
23.0,70000,1255
39.0,80000,1455
43.0,90000,1654
39.0,100000,1834
