episodes,steps,total reward
2,10000,2.0
4,20000,2.0
4,30000,0.0
4,40000,0.0
4,50000,0.0
5,60000,1.0
7,70000,2.0
7,80000,0.0
7,90000,0.0
8,100000,1.0
8,110000,0.0
9,120000,1.0
10,130000,1.0
12,140000,2.0
14,150000,2.0
15,160000,1.0
15,170000,0.0
16,180000,1.0
17,190000,1.0
18,200000,1.0
18,210000,0.0
18,220000,0.0
19,230000,1.0
20,240000,1.0
22,250000,2.0
23,260000,1.0
24,270000,1.0
24,280000,0.0
26,290000,2.0
28,300000,2.0
38,310000,10.0
54,320000,16.0
67,330000,13.0
79,340000,12.0
105,350000,26.0
138,360000,33.0
175,370000,37.0
215,380000,40.0
253,390000,38.0
308,400000,55.0
368,410000,60.0
436,420000,68.0
506,430000,70.0
578,440000,72.0
658,450000,80.0
754,460000,96.0
848,470000,94.0
941,480000,93.0
1046,490000,105.0
1145,500000,99.0
1265,510000,120.0
1403,520000,138.0
1528,530000,125.0
1670,540000,142.0
1811,550000,141.0
1961,560000,150.0
2116,570000,155.0
2260,580000,145.0
2416,590000,155.0
2574,600000,158.0
2710,610000,136.0
2877,620000,167.0
3047,630000,170.0
3203,640000,156.0
3371,650000,168.0
3520,660000,149.0
3677,670000,157.0
3855,680000,178.0
4014,690000,159.0
4186,700000,172.0
4358,710000,172.0
4515,720000,157.0
4687,730000,172.0
4857,740000,170.0
5004,750000,147.0
5173,760000,169.0
5348,770000,175.0
5518,780000,170.0
5688,790000,170.0
5865,800000,177.0
6018,810000,153.0
6186,820000,168.0
6354,830000,168.0
6528,840000,174.0
6698,850000,170.0
6867,860000,169.0
7043,870000,176.0
7202,880000,159.0
7368,890000,166.0
7543,900000,175.0
7712,910000,169.0
7876,920000,164.0
8045,930000,169.0
8220,940000,175.0
8396,950000,176.0
8568,960000,172.0
8738,970000,170.0
8906,980000,168.0
9077,990000,171.0
9245,1000000,168.0
9408,1010000,163.0
9583,1020000,175.0
9751,1030000,168.0
9924,1040000,173.0
10097,1050000,173.0
10267,1060000,170.0
10434,1070000,167.0
10588,1080000,154.0
10763,1090000,175.0
10934,1100000,171.0
11107,1110000,173.0
11282,1120000,175.0
11453,1130000,171.0
11625,1140000,172.0
11788,1150000,163.0
11963,1160000,175.0
12135,1170000,172.0
12308,1180000,173.0
12478,1190000,170.0
12654,1200000,176.0
12817,1210000,163.0
12990,1220000,173.0
13158,1230000,168.0
13332,1240000,174.0
13505,1250000,173.0
13678,1260000,173.0
13844,1270000,166.0
14018,1280000,174.0
14194,1290000,176.0
14363,1300000,169.0
14536,1310000,173.0
14709,1320000,173.0
14884,1330000,175.0
15053,1340000,169.0
15225,1350000,172.0
15397,1360000,172.0
15574,1370000,177.0
15753,1380000,179.0
15925,1390000,172.0
16097,1400000,172.0
16267,1410000,170.0
16437,1420000,170.0
16616,1430000,179.0
16788,1440000,172.0
16964,1450000,176.0
17138,1460000,174.0
17312,1470000,174.0
17484,1480000,172.0
17662,1490000,178.0
17827,1500000,165.0
17998,1510000,171.0
18173,1520000,175.0
18344,1530000,171.0
18517,1540000,173.0
18693,1550000,176.0
18861,1560000,168.0
19035,1570000,174.0
19209,1580000,174.0
19385,1590000,176.0
19558,1600000,173.0
19736,1610000,178.0
19908,1620000,172.0
20086,1630000,178.0
20260,1640000,174.0
20427,1650000,167.0
20598,1660000,171.0
20769,1670000,171.0
20946,1680000,177.0
21122,1690000,176.0
21287,1700000,165.0
21458,1710000,171.0
21634,1720000,176.0
21813,1730000,179.0
21984,1740000,171.0
22156,1750000,172.0
22328,1760000,172.0
22505,1770000,177.0
22671,1780000,166.0
22838,1790000,167.0
23014,1800000,176.0
23188,1810000,174.0
23364,1820000,176.0
23540,1830000,176.0
23716,1840000,176.0
23895,1850000,179.0
24067,1860000,172.0
24239,1870000,172.0
24414,1880000,175.0
24592,1890000,178.0
24758,1900000,166.0
24934,1910000,176.0
25108,1920000,174.0
25281,1930000,173.0
25457,1940000,176.0
25626,1950000,169.0
25796,1960000,170.0
25969,1970000,173.0
26143,1980000,174.0
26313,1990000,170.0
26484,2000000,171.0
