episodes,total reward,steps
132,0.0,10000
228,5.0,20000
462,153.0,30000
784,238.0,40000
1105,229.0,50000
1422,242.0,60000
1744,253.0,70000
2065,228.0,80000
2384,251.0,90000
2712,239.0,100000
