total reward,episodes,steps
-1.0600000000000007,106,10000
-2.0799999999999996,314,20000
-3.659999999999966,680,30000
-3.5899999999999674,1039,40000
-3.7399999999999642,1413,50000
-3.7699999999999636,1790,60000
-3.7799999999999634,2168,70000
-3.6699999999999657,2535,80000
-3.7199999999999647,2907,90000
-3.7399999999999642,3281,100000
