steps,episodes,total reward
10000,172,55.0
20000,371,72.0
30000,580,72.0
40000,929,139.0
50000,1262,116.0
60000,1590,115.0
70000,1889,94.0
80000,2238,119.0
90000,2479,92.0
100000,2807,120.0
