steps,total reward,episodes
10000,0.0,178
20000,0.0,326
30000,0.0,451
40000,0.0,582
50000,2.0,703
60000,12.0,827
70000,9.0,932
80000,15.0,1056
90000,14.0,1168
100000,23.0,1294
