steps,episodes,total reward
10000,217,47.0
20000,383,51.0
30000,564,62.0
40000,722,54.0
50000,903,48.0
60000,1077,51.0
70000,1271,56.0
80000,1465,48.0
90000,1636,54.0
100000,1826,57.0
