total reward,steps,episodes
25.0,10000,221
35.0,20000,482
80.0,30000,854
85.0,40000,1267
103.0,50000,1706
131.0,60000,2251
90.0,70000,2694
74.0,80000,3065
62.0,90000,3438
113.0,100000,3927
