steps,episodes,total reward
10000,100,17.0
20000,393,210.0
30000,806,336.0
40000,1238,335.0
50000,1651,343.0
60000,2088,339.0
70000,2517,340.0
80000,2949,340.0
90000,3383,339.0
100000,3807,331.0
