steps,episodes,total reward
10000,90,13.240000000000007
20000,193,43.41000000000001
30000,289,39.44
40000,401,45.34000000000001
50000,490,36.48
60000,566,33.57999999999998
70000,670,41.37999999999999
80000,778,41.34
90000,867,38.499999999999986
100000,972,44.4
