total reward,episodes,steps
3.0,170,10000
6.0,317,20000
3.0,476,30000
6.0,627,40000
9.0,786,50000
14.0,946,60000
14.0,1090,70000
19.0,1251,80000
14.0,1380,90000
18.0,1556,100000
