episodes,steps,total reward
227,10000,0.0
384,20000,3.0
522,30000,16.0
640,40000,20.0
800,50000,53.0
991,60000,79.0
1201,70000,95.0
1415,80000,110.0
1670,90000,139.0
1924,100000,143.0
