steps,total reward,episodes
10000,38.0,160
20000,81.0,395
30000,87.0,631
40000,100.0,893
50000,70.0,1119
60000,129.0,1468
70000,124.0,1846
80000,134.0,2214
90000,123.0,2571
100000,131.0,2921
