total reward,steps,episodes
-1.1600000000000008,10000,116
-0.9100000000000006,20000,207
-0.7400000000000004,30000,281
-0.6400000000000003,40000,345
-0.5800000000000003,50000,403
-0.7100000000000004,60000,474
-0.5800000000000003,70000,532
-0.5200000000000002,80000,584
-0.5600000000000003,90000,640
-0.6400000000000003,100000,704
