total reward,episodes,steps
0.0,182,10000
0.0,322,20000
0.0,467,30000
1.0,599,40000
6.0,723,50000
6.0,851,60000
5.0,952,70000
22.0,1079,80000
17.0,1193,90000
19.0,1305,100000
