steps,total reward,episodes
10000,40.0,182
20000,37.0,327
30000,38.0,490
40000,47.0,664
50000,45.0,823
60000,53.0,1012
70000,55.0,1198
80000,57.0,1387
90000,80.0,1634
100000,57.0,1843
