total reward,steps,episodes
16.0,10000,100
109.0,20000,262
340.0,30000,681
338.0,40000,1092
356.0,50000,1513
338.0,60000,1955
345.0,70000,2382
352.0,80000,2803
348.0,90000,3229
344.0,100000,3652
