episodes,steps,total reward
126,10000,0.0
222,20000,6.0
472,30000,149.0
795,40000,248.0
1128,50000,247.0
1445,60000,232.0
1757,70000,236.0
2076,80000,243.0
2401,90000,235.0
2714,100000,223.0
