episodes,steps,total reward
136,10000,0.0
215,20000,3.0
322,30000,37.0
622,40000,225.0
991,50000,285.0
1348,60000,284.0
1681,70000,273.0
1991,80000,242.0
2305,90000,252.0
2691,100000,295.0
