steps,total reward,episodes
10000,9.0,132
20000,30.0,239
30000,141.0,442
40000,301.0,834
50000,323.0,1237
60000,341.0,1661
70000,343.0,2087
80000,348.0,2518
90000,346.0,2941
100000,346.0,3372
