total reward,steps,episodes
0.0,10000,130
2.0,20000,222
7.0,30000,316
96.0,40000,494
153.0,50000,725
179.0,60000,1009
130.0,70000,1208
101.0,80000,1368
140.0,90000,1583
136.0,100000,1794
