episodes,steps,total reward
165,10000,42.0
357,20000,58.0
592,30000,101.0
824,40000,96.0
1150,50000,127.0
1488,60000,129.0
1834,70000,131.0
2063,80000,70.0
2418,90000,122.0
2776,100000,125.0
