steps,episodes,total reward
10000,196,32.0
20000,340,41.0
30000,437,22.0
40000,553,41.0
50000,673,40.0
60000,816,57.0
70000,960,46.0
80000,1100,54.0
90000,1246,64.0
100000,1409,84.0
