steps,episodes,total reward
10000,130,0.0
20000,205,0.0
30000,289,6.0
40000,473,111.0
50000,690,150.0
60000,895,126.0
70000,1102,140.0
80000,1340,152.0
90000,1550,137.0
100000,1791,164.0
