total reward,episodes,steps
21.0,94,10000
92.0,250,20000
375.0,705,30000
390.0,1192,40000
384.0,1685,50000
393.0,2166,60000
395.0,2649,70000
387.0,3123,80000
393.0,3605,90000
392.0,4085,100000
