steps,episodes,total reward
10000,161,7.0
20000,333,6.0
30000,479,3.0
40000,636,15.0
50000,799,16.0
60000,954,15.0
70000,1119,22.0
80000,1275,18.0
90000,1421,22.0
100000,1585,22.0
