1.0	0.0000	0.0000	0.0134
2.0	0.0066	0.0139	0.0206
3.0	0.0131	0.0209	0.0281
4.0	0.0207	0.0285	0.0398
5.0	0.0267	0.0346	0.0439
6.0	0.0331	0.0387	0.0498
7.0	0.0336	0.0438	0.0566
8.0	0.0397	0.0499	0.0627
9.0	0.0461	0.0578	0.0671
10.0	0.0528	0.0690	0.0789
11.0	0.0617	0.0814	0.0939
12.0	0.0730	0.0906	0.1076
13.0	0.0857	0.1059	0.1245
14.0	0.0963	0.1178	0.1359
15.0	0.1102	0.1306	0.1495
16.0	0.1360	0.1453	0.1771
17.0	0.1539	0.1838	0.2090
18.0	0.1807	0.2287	0.2654
19.0	0.2033	0.2782	0.3311
20.0	0.2454	0.3197	0.4409
21.0	0.2933	0.4025	0.5530
22.0	0.3494	0.5236	0.6634
23.0	0.4354	0.6194	0.7430
24.0	0.4783	0.6921	0.7885
25.0	0.5202	0.6656	0.8141
26.0	0.5161	0.6626	0.8219
27.0	0.4896	0.7011	0.7954
28.0	0.5385	0.6713	0.8126
29.0	0.5666	0.7108	0.8323
30.0	0.5965	0.7836	0.8796
31.0	0.5580	0.7946	0.8733
32.0	0.6245	0.7431	0.8350
33.0	0.5922	0.7281	0.8323
34.0	0.5678	0.7468	0.8639
35.0	0.6083	0.7669	0.8933
36.0	0.6176	0.7980	0.8966
37.0	0.6386	0.8052	0.8686
38.0	0.6546	0.7942	0.9091
39.0	0.6509	0.8079	0.9125
40.0	0.7017	0.7994	0.8960
41.0	0.7088	0.8197	0.8968
42.0	0.7091	0.8324	0.8954
43.0	0.7029	0.8251	0.9046
44.0	0.7447	0.8340	0.8932
45.0	0.7646	0.8491	0.8929
46.0	0.7744	0.8737	0.9260
47.0	0.7470	0.8229	0.8826
48.0	0.7566	0.8493	0.9107
49.0	0.7695	0.8428	0.9057
50.0	0.7843	0.8782	0.9341
51.0	0.7355	0.8451	0.9126
52.0	0.7383	0.8406	0.9027
53.0	0.7103	0.8044	0.9119
54.0	0.6857	0.7833	0.9335
55.0	0.7294	0.8132	0.8831
56.0	0.7388	0.8260	0.8735
57.0	0.7210	0.8180	0.8843
58.0	0.7672	0.8342	0.9019
59.0	0.7927	0.8705	0.9374
60.0	0.7937	0.8598	0.9497
61.0	0.7972	0.8649	0.9405
62.0	0.7993	0.8657	0.9317
63.0	0.7895	0.8705	0.9214
64.0	0.7874	0.8623	0.9420
65.0	0.7537	0.8634	0.9379
66.0	0.7473	0.8547	0.9111
67.0	0.7239	0.8399	0.9311
68.0	0.7516	0.8669	0.9179
69.0	0.7838	0.8556	0.9245
70.0	0.7860	0.8454	0.9257
71.0	0.7766	0.8519	0.8984
72.0	0.7836	0.8653	0.9056
73.0	0.7671	0.8451	0.8993
74.0	0.7724	0.8664	0.9135
75.0	0.7793	0.8708	0.9273
76.0	0.7918	0.8511	0.9270
77.0	0.7928	0.8665	0.9217
78.0	0.7857	0.8645	0.9341
79.0	0.7828	0.8532	0.9209
80.0	0.7887	0.8649	0.9226
81.0	0.7553	0.8574	0.9382
82.0	0.7477	0.8627	0.9340
83.0	0.7918	0.8563	0.9293
84.0	0.7776	0.8735	0.9375
85.0	0.8063	0.8736	0.9455
86.0	0.8221	0.8815	0.9466
87.0	0.7874	0.8745	0.9412
88.0	0.7764	0.8659	0.9295
89.0	0.8274	0.8960	0.9363
90.0	0.8055	0.8908	0.9569
91.0	0.7933	0.8832	0.9605
92.0	0.8168	0.8999	0.9458
93.0	0.7876	0.8668	0.9300
94.0	0.7783	0.8538	0.9085
95.0	0.8020	0.8538	0.9187
96.0	0.8121	0.8945	0.9359
97.0	0.8061	0.8758	0.9583
98.0	0.7780	0.8676	0.9534
99.0	0.7783	0.8592	0.9455
