steps,total reward,episodes
10000,40.0,156
20000,37.0,319
30000,73.0,557
40000,81.0,841
50000,110.0,1167
60000,109.0,1478
70000,94.0,1773
80000,93.0,2051
90000,90.0,2343
100000,123.0,2713
