total reward,episodes,steps
18.0,98,10000
210.0,365,20000
344.0,782,30000
352.0,1207,40000
353.0,1632,50000
343.0,2063,60000
344.0,2484,70000
348.0,2908,80000
353.0,3339,90000
348.0,3764,100000
