total reward,episodes,steps
50.0,232,10000
43.0,405,20000
41.0,547,30000
54.0,694,40000
46.0,829,50000
48.0,974,60000
56.0,1131,70000
45.0,1281,80000
46.0,1420,90000
54.0,1616,100000
