steps,episodes,total reward
10000,187,27.0
20000,334,39.0
30000,452,36.0
40000,569,40.0
50000,679,42.0
60000,809,44.0
70000,921,34.0
80000,1081,70.0
90000,1203,54.0
100000,1352,68.0
