steps,episodes,total reward
10000,106,16.0
20000,274,109.0
30000,688,315.0
40000,1120,324.0
50000,1556,346.0
60000,1991,342.0
70000,2421,344.0
80000,2847,345.0
90000,3267,340.0
100000,3691,345.0
