total reward,steps,episodes
11.0,10000,109
22.0,20000,209
31.0,30000,291
49.0,40000,399
194.0,50000,662
304.0,60000,1038
312.0,70000,1442
335.0,80000,1870
351.0,90000,2286
343.0,100000,2705
