total reward,steps,episodes
4.830000000000011,10000,123
0.049999999999999475,20000,219
66.41000000000007,30000,446
176.19000000000023,40000,906
177.95000000000022,50000,1392
176.08000000000033,60000,1863
189.21000000000035,70000,2334
191.0400000000005,80000,2824
182.03000000000026,90000,3306
180.9300000000003,100000,3797
