episodes,steps,total reward
185,10000,0.0
333,20000,0.0
465,30000,0.0
585,40000,0.0
706,50000,8.0
817,60000,3.0
923,70000,4.0
1031,80000,4.0
1132,90000,7.0
1248,100000,4.0
