steps,episodes,total reward
10000,126,9.0
20000,199,24.0
30000,286,29.0
40000,394,47.0
50000,639,174.0
60000,1016,312.0
70000,1430,340.0
80000,1845,328.0
90000,2286,334.0
100000,2712,337.0
