steps,episodes,total reward
10000,246,1.0
20000,431,4.0
30000,605,7.0
40000,776,4.0
50000,977,8.0
60000,1150,8.0
70000,1311,4.0
80000,1475,7.0
90000,1643,19.0
100000,1824,15.0
