steps,episodes,total reward
10000,135,7.0
20000,382,162.0
30000,767,298.0
40000,1169,325.0
50000,1526,279.0
60000,1914,312.0
70000,2288,299.0
80000,2699,337.0
90000,3069,296.0
100000,3445,310.0
