steps,episodes,total reward
10000,97,30.0
20000,234,81.0
30000,558,259.0
40000,982,355.0
50000,1463,390.0
60000,1939,396.0
70000,2424,389.0
80000,2897,390.0
90000,3388,396.0
100000,3865,387.0
