steps,total reward,episodes
10000,13.0,186
20000,12.0,394
30000,21.0,627
40000,40.0,855
50000,48.0,1083
60000,58.0,1338
70000,55.0,1600
80000,92.0,1904
90000,40.0,2093
100000,79.0,2354
