steps,episodes,total reward
10000,178,8.0
20000,371,15.0
30000,620,27.0
40000,832,16.0
50000,1091,58.0
60000,1316,34.0
70000,1578,71.0
80000,1876,61.0
90000,2093,49.0
100000,2318,36.0
