steps,episodes,total reward
10000,302,33.0
20000,496,17.0
30000,711,19.0
40000,926,28.0
50000,1136,31.0
60000,1373,28.0
70000,1600,23.0
80000,1825,25.0
90000,2038,27.0
100000,2249,27.0
