total reward,steps,episodes
32.0,10000,102
71.0,20000,238
260.0,30000,585
371.0,40000,1054
393.0,50000,1542
389.0,60000,2022
389.0,70000,2498
388.0,80000,2978
389.0,90000,3468
392.0,100000,3941
