total reward,episodes,steps
10.0,181,10000
13.0,370,20000
32.0,608,30000
18.0,819,40000
22.0,1002,50000
10.0,1194,60000
20.0,1373,70000
15.0,1573,80000
21.0,1770,90000
14.0,1951,100000
