steps,episodes,total reward
10000,84,5.0
20000,138,1.0
30000,305,112.0
40000,726,326.0
50000,1181,351.0
60000,1644,358.0
70000,2102,366.0
80000,2562,352.0
90000,3025,362.0
100000,3494,371.0
